1,26.7040283333,92.8280121667
1,26.7040245,92.8280373333
1,26.704013,92.8280131667
1,26.7040006667,92.8279811667
1,26.703993,92.8279713333
1,26.703992,92.8279836667
1,26.7040021667,92.8279353333
1,26.7040133333,92.8279171667
1,26.7040221667,92.8279215
1,26.7040208333,92.8279315
1,26.704018,92.827937
1,26.7040246667,92.827934
1,26.7040331667,92.8279295
1,26.7040333333,92.8279241667
1,26.7040353333,92.8279336667
1,26.7040266667,92.8279166667
1,26.7040258333,92.827917
1,26.7040223333,92.8279125
1,26.7040173333,92.8279136667
1,26.7040136667,92.8279221667
1,26.7040088333,92.827935
